FULL_NAME,GRADE,SSAN,RECORD_STATUS,ASSIGNED_PAS,ASSIGNED_PAS_CLEARTEXT,OFFICE_SYMBOL,DUTY_TITLE,DUTY_START_DATE,DOR,DAFSC,CAFSC,PAFSC,2AFSC,3AFSC,4AFSC,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,DATE_OF_BIRTH,HOME_ADDRESS,HOME_CITY ,HOME_STATE,HOME_ZIP_CODE,SUPV_NAME,GRADE_PERM_PROJ,UIF_CODE,UIF_DISPOSITION_DATE,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,GAINING_PAS_CLEARTEXT,LAST_EVAL_RATING,LAST_EVAL_CLOSE_DATE,PERF_INDICATOR,SPOUSE_SSAN,SUPV_BEGIN_DATE,REENL_ELIG_STATUS,HOME_PHONE_NUMBER,AGE,DEROS,DEPLOY_ADMIN_STATUS,DEPLOY_ADMIN_STATUS_CLEARTEXT,DEPLOY_ADMIN_STOP_DATE,DEPLOY_LEGAL_STATUS,DEPLOY_LEGAL_STATUS_CLEARTEXT,DEPLOY_LEGAL_STOP_DATE,DEPLOY_PHYS_STATUS,DEPLOY_PHYS_STATUS_CLEARTEXT,DEPLOY_PHYS_STOP_DATE,DEPLOY_TIME_STATUS,DEPLOY_TIME_STATUS_CLEARTEXT,DEPLOY_TIME_STOP_DATE,AVAILABILITY_CODE,AVAILABILITY_CODE_CLEARTEXT,AVAILABILITY_DATE,AVAILABILITY_STATUS,AVAILABILITY_STATUS_CLEARTEXT,LIMITATION_CODE,LIMITATION_CODE_CLEARTEXT,LIMITATION_END_DATE,SEC_CLR,TYPE_SEC_INV,DT_SCTY_INVES_COMPL,SEC_ELIG_DT,TECH_ID,ACDU_STATUS,ANG_ROLL_INDICATOR,AFR_SECTION_ID,CIVILIAN_ART_ID,ATTACHED_PAS,FUNCTIONAL_CATEGORY
Tabbatha Swinyard,SP3,123-12-2456,10,NM1234,SQUADRONVSFB,CYPR,Electrical Engineer,18-Oct-2023,17-Aug-2021,2E274,2E274,,,,,25-Jun-2018,228-153-5301,03-Mar-2004,31-Jul-2023,22-Jan-2023,15-Aug-2076,73 Oriole Street,Gulfport,Mississippi,68788-9512,Kassandra Ree,,,,26-Oct-2024,S,,,,A,02-Nov-2023,A,152-58-5486,18-Jul-2023,1J,317-276-7402,35,,,,,,,,,,,,,,81,DEPLOYABLE WITH LIMITATIONS,29-Feb-2024,,,,,01-Jun-2024,V,A,26-Nov-2019,09-Jun-2022,,,,,,,A
Felicio Steers,SP1,512-54-5483,10,NM1234,SQUADRONVSFB,CYPR,Assistant Manager,11-Sep-2023,09-Aug-2020,5C071,2E274,,,,,23-May-2020,563-403-6202,24-Aug-2015,17-Jan-2023,26-Aug-2023,12-Jan-2010,5467 Dwight Street,Davenport,Iowa,59972-0106,Windham Glede,,,,18-Nov-2023,M,,,,Y,04-Feb-2023,A,512-54-5483,10-Nov-2023,3C,912-852-6816,27,,,,,,,,,,,,,,81,,,,,Y,,29-Jul-2024,V,T5,01-Dec-2022,19-May-2022,,,,,,,A
Oona L' Estrange,1LT,159-84-8462,20,VQ1234,SQUADRONLRAFB,CYC,Statistician III,24-Dec-2022,16-Dec-2021,2E274,17D,,,,,24-Jul-2019,615-107-8296,31-Dec-2008,26-Oct-2023,28-Oct-2023,16-Feb-2033,9188 Ridgeway Park,Nashville,Tennessee,52125-265,Felix Drydale,,,,13-Aug-2024,M,,,,Y,06-May-2023,A,123-12-2456,04-Dec-2022,1M,484-912-0407,31,,,,,,,,,,,,,,,,02-Aug-2024,,,,,10-Jul-2024,V,9,26-Aug-2020,19-Feb-2023,,,,,,,A
Sherline Gibbie,MSG,512-54-5483,10,NM1234,SQUADRONLRAFB,CYCP,Environmental Tech,24-Feb-2023,16-Jul-2019,2E274,2M02S,,,,,16-Nov-2022,940-650-3901,28-May-2014,17-Jan-2023,01-Dec-2022,28-Apr-2071,056 Goodland Plaza,Wichita Falls,Texas,76478-501,Pen Paulou,,,,01-Feb-2024,M,,,,L,15-Jan-2023,A,159-84-8462,02-May-2023,1M,360-991-9005,21,,,,,,,,,,,,,,,,,,,O,EFMP,25-Feb-2024,V,A,18-Nov-2022,01-Jan-2023,,,,,,,A
Louisa Smithend,CMS,159-84-8462,20,VQ1234,SQUADRONVSFB,CYCM,Business Systems Development Analyst,27-Jul-2023,19-Apr-2023,17D,Z5C052,,,,,06-Aug-2021,304-187-1585,24-Nov-2020,19-Oct-2023,23-Nov-2022,21-Mar-2059,93523 Fisk Place,Morgantown,West Virginia,21130-133,Newton Barajas,,,,16-Dec-2023,M,,NM1234,,L,07-Apr-2023,A,152-58-5486,26-Apr-2023,1R,405-250-5926,18,,,,,,,,,,,,,,31,,23-Feb-2024,,,,,28-Sep-2024,V,9,14-Nov-2019,16-Feb-2022,,,,,,,A
Grissel Vitet,SGT,512-54-5483,10,VQ1234,SQUADRONVSFB,CYPR,Chemical Engineer,15-Oct-2021,11-Sep-2023,17D,2M02S,17D,,,,11-May-2018,816-107-5636,11-Sep-2018,13-Jul-2023,27-Mar-2023,05-Sep-2057,15696 Dunning Lane,Kansas City,Missouri,50436-6609,Kilian Sustin,,,,01-Apr-2024,D,,,,A,15-Nov-2022,A,159-84-8462,28-Mar-2023,1M,816-882-6278,18,,,,,,,,,,,,,,,,13-Jan-2024,,,Q,,29-Aug-2024,V,7,24-Dec-2022,24-Dec-2022,,,,,,,A
Omero Baldack,SGT,125-85-1536,10,NM1234,SQUADRONLRAFB,CYCM,VP Sales,13-Mar-2022,26-Jun-2021,17D,17D,,,,,18-Sep-2018,832-874-2421,12-Feb-2010,16-Mar-2023,08-Sep-2023,25-Sep-2026,72 Nancy Street,Houston,Texas,43269-840,Melonie Garnham,,,,11-Mar-2024,D,,,,A,06-Jun-2023,A,152-58-5486,21-Aug-2023,1M,714-222-2801,38,,,,,,,,,,,,,,,,07-Oct-2024,,,Q,,25-Sep-2024,V,T5,19-Feb-2021,25-Jul-2022,,,,,,,A
Vonnie Macconaghy,1LT,512-54-5483,20,VQ1234,SQUADRONVSFB,CYC,Professor,23-Apr-2022,21-Jan-2022,5C071,5C071,,,,,29-Aug-2020,412-795-4598,01-Mar-2012,24-Jan-2023,05-Mar-2023,26-Dec-2046,5809 Butternut Center,Mc Keesport,Pennsylvania,32909-715,Katee Elton,,,,06-May-2024,M,,,,Y,21-Feb-2023,A,125-85-1536,10-Feb-2023,1R,253-529-3803,47,,,,,,,,,,,,,,81,,,A,,Y,,15-Apr-2024,V,T5,12-Mar-2019,02-Jun-2022,,,,,,,A
Sibel Ibell,2LT,152-58-5486,20,NM1234,SQUADRONVSFB,CYCM,Recruiter,15-Aug-2023,12-May-2022,5C071,2E274,,,,,04-Feb-2020,415-969-5134,22-May-2011,28-Dec-2022,27-Sep-2023,20-Mar-2026,3668 Fairfield Lane,San Francisco,California,10158-999,Arline Hurley,,,,07-Sep-2024,S,,,,A,17-Feb-2023,A,512-54-5483,14-Feb-2023,1R,765-911-7963,26,,,,,,,,,,,,,,,MEDICAL DEFERMENT,11-Nov-2024,A,,,,09-Jul-2024,V,5R,14-Dec-2019,10-Apr-2023,,,,,,,A
Theodor Eatttok,MAJ,125-85-1536,20,VQ1234,SQUADRONLRAFB,CYCP,Administrative Officer,23-Apr-2023,16-Jun-2019,2M02S,Z5C052,,,,,26-Nov-2022,651-440-0779,21-Aug-2006,21-Jun-2023,11-Jul-2023,31-Jan-2076,79470 Colorado Terrace,Saint Paul,Minnesota,53590-104,Joana Keele,,,,17-Apr-2024,D,,,,V,04-Apr-2023,A,512-54-5483,11-Jan-2023,1M,208-948-0561,53,,,,,,,,,,,,,,44,,16-Sep-2024,A,APPROVED,,,18-Aug-2024,V,5R,12-Jun-2019,14-Dec-2021,,,,,,,A
Mireielle Rawe,CMS,123-12-2456,10,NM1234,SQUADRONLRAFB,CYP,VP Product Management,07-Oct-2023,18-Nov-2019,Z5C052,2M02S,,,,,11-Oct-2021,512-960-5215,19-Jun-2004,21-Nov-2022,05-May-2023,17-Oct-2011,12430 Pearson Hill,Austin,Texas,49999-316,Clarey Haysman,,,,14-Jul-2024,S,,,,V,27-Sep-2023,A,123-12-2456,25-Apr-2023,1J,903-182-7606,28,,,,,,,,,,,,,,,MEDICAL DEFERMENT,19-Oct-2024,A,,Y,,19-May-2024,V,T5,06-Aug-2021,18-Oct-2022,,,,,,,A
Dianna Decroix,MAJ,125-85-1536,10,NM1234,SQUADRONVSFB,CYCM,Technical Writer,26-Jun-2023,16-Apr-2022,2E274,17D,,,,,06-Jun-2023,915-797-4347,15-Jul-2023,28-Jan-2023,18-Jan-2023,13-Nov-2076,54 Crowley Center,El Paso,Texas,0007-4892,Roma Karleman,,,,05-Jun-2024,S,,,,A,31-Jul-2023,A,512-54-5483,14-May-2023,1J,203-863-2893,25,,,,,,,,,,,,,,44,DEPLOYABLE WITH LIMITATIONS,,A,,Q,,21-Jan-2024,V,T5,11-Feb-2019,31-Oct-2023,,,,,,,A
Lucine Cottingham,LTC,152-58-5486,20,NM1234,SQUADRONVSFB,CYCM,Information Systems Manager,31-Aug-2021,25-Dec-2022,17D,17D,,,,,23-Jul-2019,614-726-4411,28-Jul-2023,01-Apr-2023,16-Jun-2023,18-Jan-2067,97397 Logan Court,Columbus,Ohio,16714-335,Cele Elacoate,,,,18-Oct-2024,S,,,,A,24-Feb-2023,A,123-12-2456,28-Dec-2022,1J,970-385-2433,42,,,,,,,,,,,,,,81,,,,,,,14-Feb-2024,V,A,22-Jan-2019,26-Feb-2022,,,,,,,A
Galvan Dresser,COL,125-85-1536,10,VQ1234,SQUADRONLRAFB,CYC,VP Sales,25-Sep-2023,21-Jun-2019,2E274,2M02S,,,,,23-Jan-2020,775-582-5629,02-Oct-2020,26-Oct-2023,15-Feb-2023,08-Apr-2049,3 Commercial Place,Carson City,Nevada,65601-755,Lianne Kemell,,,,01-Feb-2024,M,,,,Y,15-Jul-2023,A,159-84-8462,19-Jun-2023,3C,608-608-4660,50,,,,,,,,,,,,,,,,,,,,,29-Apr-2024,V,5R,22-Sep-2020,25-Jan-2023,,,,,,,A
Templeton Millimoe,SP4,125-85-1536,20,NM1234,SQUADRONLRAFB,CYPR,Tax Accountant,31-Aug-2022,25-Dec-2022,2E274,5C071,,,,,27-Mar-2019,334-443-4961,26-Mar-2023,13-Jul-2023,19-Jun-2023,12-Feb-2060,90811 Hoepker Pass,Montgomery,Alabama,43419-858,Charles Trowle,,,,11-Aug-2024,D,,,,L,16-Jun-2023,A,159-84-8462,25-Mar-2023,1R,419-410-9628,24,,,,,,,,,,,,,,,,,A,APPROVED,,APPROVED SRB,07-Sep-2024,V,A,26-Nov-2018,28-Nov-2022,,,,,,,A
Paxon Annandale,SMS,159-84-8462,10,VQ1234,SQUADRONVSFB,CYP,Cost Accountant,29-Nov-2022,21-Jul-2019,2E274,2E274,5C071,,,,02-Mar-2018,651-849-0479,02-Jun-2010,27-Aug-2023,13-May-2023,07-Jan-2041,4 Corscot Way,Saint Paul,Minnesota,0641-6021,Godfrey Saywood,,,,28-Mar-2024,D,27-Aug-2025,,,A,30-Nov-2022,A,159-84-8462,09-Jan-2023,1R,360-453-2802,53,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,APPROVED,,,18-Nov-2023,V,A,16-Sep-2020,23-Feb-2022,,,,,,,A
Zora Korb,SP2,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYP,Operator,16-Jul-2022,05-Jan-2021,5C071,2E274,,,,,18-Jul-2020,703-163-4989,08-Nov-2014,10-Feb-2023,15-Mar-2023,24-Feb-2072,03975 Arkansas Trail,Arlington,Virginia,49035-721,Dorothea Wilbud,,,,19-Dec-2023,M,,,,A,19-Dec-2022,A,123-12-2456,22-Dec-2022,3C,469-876-4258,27,,,,,,,,,,,,,,,,,,,,,02-Dec-2023,V,7,26-Dec-2018,04-Sep-2023,,,,,,,A
Yvon Saltsberger,SP2,159-84-8462,10,NM1234,SQUADRONVSFB,CYC,Registered Nurse,18-Jul-2022,28-Aug-2019,5C071,2M02S,,,,,29-Apr-2021,570-118-9375,10-Sep-2014,17-Nov-2022,19-Feb-2023,07-Dec-2079,318 Mallory Junction,Wilkes Barre,Pennsylvania,36987-2010,Carney Cookes,,,,18-Jun-2024,M,,,,V,07-Apr-2023,A,512-54-5483,24-Apr-2023,1M,407-239-3013,48,,,,,,,,,,,,,,,,,A,,,APPROVED SRB,02-Jan-2024,V,T5,13-Jun-2021,19-Dec-2022,,,,,,,A
Harlie MacKonochie,TSG,123-12-2456,20,NM1234,SQUADRONVSFB,CYC,Operator,17-Oct-2022,29-Oct-2019,17D,2E274,,,,,25-Mar-2022,516-348-6945,02-Jul-2007,30-May-2023,09-Apr-2023,20-May-2007,24 Oak Parkway,New Hyde Park,New York,60913-006,Maude Boggis,,,,05-Aug-2024,M,,,,Y,23-Jul-2023,A,123-12-2456,20-Mar-2023,1M,615-418-0485,30,,,,,,,,,,,,,,31,MEDICAL,,,,,,20-May-2024,V,9,25-Jun-2021,01-Mar-2022,,,,,,,A
Davie Lovelock,SP3,152-58-5486,10,NM1234,SQUADRONVSFB,CYC,VP Quality Control,27-Sep-2022,02-Jan-2020,2M02S,17D,,,,,26-Jul-2023,410-345-9281,25-Aug-2021,09-Aug-2023,09-May-2023,21-Feb-2017,91180 Delladonna Terrace,Baltimore,Maryland,49520-102,Andriette McClounan,,,,15-Jun-2024,S,,,,A,14-Jan-2023,A,152-58-5486,11-Sep-2023,1M,214-376-2491,38,,,,,,,,,,,,,,,,,A,,,,13-Oct-2024,V,A,02-Apr-2023,22-Feb-2023,,,,,,,A
Sandie Hebburn,COL,159-84-8462,10,NM1234,SQUADRONLRAFB,CYP,Web Developer III,29-Apr-2022,14-Mar-2019,Z5C052,2E274,,,,,10-Aug-2017,318-494-8402,28-Dec-2010,07-Jul-2023,02-Nov-2023,02-Dec-2025,2 Lien Circle,Shreveport,Louisiana,62296-0023,Spenser Swales,,,,05-Jul-2024,S,,,,V,27-Sep-2023,,152-58-5486,22-Jan-2023,1R,202-626-2458,45,,,,,,,,,,,,,,31,MEDICAL DEFERMENT,,A,,,APPROVED SRB,20-Mar-2024,V,A,18-Dec-2018,03-Nov-2022,,,,,,,A
Tootsie Ioannidis,CPT,152-58-5486,10,NM1234,SQUADRONLRAFB,CYPR,Internal Auditor,17-May-2023,15-Apr-2019,2E274,17D,,,,,07-Oct-2017,202-260-1277,22-May-2019,29-Aug-2023,02-May-2023,05-Jun-2040,76538 Morningstar Drive,Washington,District of Columbia,43857-0207,Bartolomeo Kinig,,,,09-Sep-2024,M,,,,L,10-Jan-2023,,159-84-8462,29-Mar-2023,1J,813-771-5191,34,,,,,,,,,,,,,,,,03-Nov-2024,,,,APPROVED SRB,10-May-2024,V,9,07-Jul-2020,06-Jun-2023,,,,,,,A
Bernhard Mityushkin,SP2,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYPR,Chief Design Engineer,20-Nov-2022,14-Jun-2022,2M02S,Z5C052,,,,,21-Aug-2021,904-763-7241,12-Apr-2006,24-Aug-2023,11-Feb-2023,04-Aug-2068,965 Park Meadow Junction,Jacksonville,Florida,35356-472,Ajay Hardwick,,,,03-Feb-2024,M,,,,V,30-Jun-2023,A,152-58-5486,19-Mar-2023,1R,757-597-4618,43,,,,,,,,,,,,,,31,,,A,,,MED  ASSIGNMENT LIMITATION,15-Nov-2023,V,A,29-May-2020,25-Jun-2022,,,,,,,A
Joelie Witherow,SMS,123-12-2456,20,VQ1234,SQUADRONVSFB,CYP,GIS Technical Architect,02-Jun-2023,24-Apr-2020,2E274,Z5C052,,,,,01-Dec-2017,608-615-4759,02-May-2006,28-Nov-2022,07-Dec-2022,14-Dec-2022,3559 Bonner Place,Madison,Wisconsin,58411-198,Roslyn Downs,,,,10-Feb-2024,M,,,,Y,13-Dec-2022,,512-54-5483,03-Jun-2023,3C,404-237-4194,37,,,,,,,,,,,,,,,MEDICAL DEFERMENT,29-Jun-2024,,,,MED  ASSIGNMENT LIMITATION,19-Jun-2024,V,T5,29-Sep-2021,01-Nov-2022,,,,,,,A
Winthrop Avrashin,MSG,512-54-5483,10,VQ1234,SQUADRONLRAFB,CYCP,GIS Technical Architect,29-Jul-2023,26-Jan-2020,2M02S,17D,,,,,23-Feb-2018,478-567-9384,15-Jan-2019,21-Jun-2023,15-May-2023,02-May-2064,54 Toban Road,Macon,Georgia,53208-549,Kev Beers,,,,09-Sep-2024,M,,,SQUADRONVSFB,L,12-Jun-2023,A,159-84-8462,29-Sep-2023,1M,206-922-2346,21,,,,,,,,41,,,,,,,DEPLOYABLE WITH LIMITATIONS,,A,,,EFMP,26-Mar-2024,V,A,19-Aug-2019,05-Dec-2021,,,,,,,A
Quinn Betteney,1LT,159-84-8462,20,NM1234,SQUADRONVSFB,CYC,Accounting Assistant I,15-Sep-2021,04-Apr-2021,2E274,17D,,2E274,,,10-Nov-2023,423-667-7831,15-May-2013,05-Oct-2023,19-Sep-2023,18-Sep-2058,0363 Hauk Avenue,Johnson City,Tennessee,76138-001,Richie Moppett,,,,29-Jan-2024,S,,,,V,17-Apr-2023,A,123-12-2456,03-Aug-2023,3C,334-944-1935,22,,,,,,,,,,,,,,,,,A,,,,18-Aug-2024,V,A,26-Mar-2020,20-May-2023,,,,,,,A
Denney Snufflebottom,CPT,123-12-2456,20,VQ1234,SQUADRONLRAFB,CYCM,Help Desk Operator,27-Jun-2023,14-Feb-2020,2E274,5C071,,,,,14-Jan-2021,570-670-8693,31-Jul-2003,29-May-2023,21-Dec-2022,23-Aug-2045,53 Maple Avenue,Wilkes Barre,Pennsylvania,50790-100,Kelli Crossthwaite,,,,27-Oct-2024,M,,,,A,03-Aug-2023,A,159-84-8462,21-May-2023,1R,203-637-3150,50,,,,,,,,,,,,,,44,,,A,,,,18-Aug-2024,V,9,21-Oct-2021,07-Sep-2023,,,,,,,A
Tildi Jellard,SP4,512-54-5483,20,VQ1234,SQUADRONVSFB,CYCP,Structural Analysis Engineer,12-Dec-2021,23-Jan-2021,17D,Z5C052,,,,,06-Mar-2020,920-614-4773,18-Jan-2013,23-Apr-2023,17-Jun-2023,04-Dec-2039,853 Emmet Way,Green Bay,Wisconsin,68084-747,Dasi Gianetti,,,,12-Sep-2024,S,,,,A,18-Dec-2022,A,152-58-5486,23-Dec-2022,3C,716-957-2959,50,,,,,,,,,,,,,,,MEDICAL DEFERMENT,28-Dec-2023,A,APPROVED,X,,26-Jul-2024,V,7,25-Feb-2022,13-Dec-2021,,,,,,,A
Teena Conen,SP2,159-84-8462,20,VQ1234,SQUADRONLRAFB,CYCM,Budget/Accounting Analyst IV,19-Aug-2021,04-Mar-2022,17D,2M02S,,,,,03-Aug-2021,513-559-1664,14-Aug-2013,19-Aug-2023,03-Dec-2022,18-Jun-2077,8931 Swallow Place,Cincinnati,Ohio,54868-0052,Carolann McCart,COL,,,07-Apr-2024,M,,,,Y,24-Feb-2023,A,125-85-1536,01-Feb-2023,1R,432-242-0528,26,,,,,,,,,,,,,,44,,,A,APPROVED,,MED  ASSIGNMENT LIMITATION,05-Aug-2024,V,T5,28-Aug-2020,12-Aug-2023,,,,,,,A
Barnaby Fridlington,CPT,159-84-8462,20,NM1234,SQUADRONVSFB,CYC,Budget/Accounting Analyst I,19-Sep-2023,03-Jun-2023,2M02S,2M02S,,,,,29-Sep-2023,305-499-2936,15-Nov-2021,09-Mar-2023,12-Dec-2022,10-Dec-2064,44852 Coleman Crossing,Miami,Florida,68382-500,Aube Lenin,,,,24-May-2024,S,,,,L,12-Jan-2023,A,152-58-5486,13-Aug-2023,1J,785-809-9186,24,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,O,,28-May-2024,V,7,12-Aug-2020,20-Jun-2022,,,,,,,A
Randell Severns,1LT,159-84-8462,10,NM1234,SQUADRONVSFB,CYCP,Nurse Practicioner,14-Sep-2021,18-Aug-2023,5C071,5C071,,,,,10-Mar-2018,585-909-7624,05-Jul-2018,21-Aug-2023,01-Jun-2023,28-Jul-2054,696 Bunker Hill Lane,Rochester,New York,52862-003,Horatia Ziemen,,,,21-Mar-2024,M,,,,Y,05-May-2023,A,152-58-5486,22-Feb-2023,1R,501-795-2358,21,,,,,,,,,,,,,,,,,,,L,,29-Jan-2024,V,T5,31-Aug-2019,12-Aug-2022,,,,,,,A
Claudianus Caplen,MAJ,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCP,Analyst Programmer,28-Sep-2022,25-Apr-2019,5C071,5C071,,,,,16-Sep-2017,515-181-5904,21-Sep-2018,31-Dec-2022,29-Jun-2023,28-Nov-2045,89045 Warbler Pass,Des Moines,Iowa,59923-702,Cornall Parsley,,,,22-Jul-2024,S,,,,V,30-Dec-2022,A,512-54-5483,28-Sep-2023,3C,850-442-7033,49,,,,,,,,,,,,,,,,,A,APPROVED,Y,MED  ASSIGNMENT LIMITATION,05-Sep-2024,V,9,23-Mar-2020,19-Oct-2022,,,,,,,A
Marcela Rene,LTC,125-85-1536,10,NM1234,SQUADRONLRAFB,CYCP,Senior Financial Analyst,20-Mar-2022,21-Dec-2018,17D,5C071,,,,,23-Mar-2018,412-349-2370,31-Oct-2023,16-Aug-2023,12-Feb-2023,18-Feb-2035,87 Mariners Cove Crossing,Pittsburgh,Pennsylvania,52862-010,Sheena Chessill,,,,30-Aug-2024,M,,NM1234,,Y,12-Jan-2023,A,125-85-1536,13-Jul-2023,3C,801-435-9147,48,,,,,,,,,,,,,,81,,24-Jun-2024,,,,,20-Jun-2024,V,T5,11-Jan-2022,11-May-2023,,,,,,,A
Emera Steabler,1LT,125-85-1536,20,VQ1234,SQUADRONLRAFB,CYCP,Research Assistant I,29-Jun-2022,02-Mar-2019,2E274,2E274,,,,,14-Oct-2021,817-494-1849,21-May-2012,09-Jun-2023,14-Jun-2023,01-Jul-2064,2525 Reindahl Circle,Arlington,Texas,43406-0033,Sheeree Czajkowski,,,,14-Mar-2024,S,,,,L,13-Mar-2023,A,125-85-1536,13-Nov-2023,1J,615-482-1738,20,,,,,,,,,,,,,,,,,,,,,23-Sep-2024,V,9,30-May-2023,18-Oct-2023,,,,,,,A
Spence Didsbury,SP4,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYPR,Account Executive,01-Mar-2023,04-Jun-2020,5C071,17D,,,,,02-Jan-2020,850-444-4498,27-Oct-2002,04-Sep-2023,11-Jul-2023,23-Dec-2013,1540 Pond Way,Tallahassee,Florida,50419-402,Gerti Hatto,,,,04-Oct-2024,S,,,,V,14-Apr-2023,A,159-84-8462,04-Jun-2023,1M,813-655-8451,45,,,,,,,,,,,,,,31,DEPLOYABLE WITH LIMITATIONS,,,,,,13-Sep-2024,V,9,13-May-2021,18-Mar-2022,,,,,,,A
Penny Haffard,SGT,152-58-5486,20,NM1234,SQUADRONLRAFB,CYCP,Marketing Assistant,25-Nov-2022,25-Jul-2021,2E274,Z5C052,,,,,22-Aug-2019,318-398-2386,02-Oct-2018,21-Feb-2023,25-Dec-2022,14-Jun-2015,3199 Northfield Crossing,Alexandria,Louisiana,44946-1009,Malina Pike,,,,18-May-2024,M,,,,A,09-Feb-2023,A,159-84-8462,24-Sep-2023,1J,757-179-3717,24,,,,,,,,,,,,,,,,,,,,,25-Dec-2023,V,T5,14-Dec-2022,27-Sep-2023,,,,,,,A
Xever Huelin,SGT,152-58-5486,10,NM1234,SQUADRONVSFB,CYCM,Staff Scientist,06-Mar-2022,15-Apr-2023,Z5C052,2M02S,,,,,02-Dec-2019,612-471-1604,08-Aug-2015,01-Aug-2023,23-Oct-2023,24-Jul-2038,343 Dexter Lane,Minneapolis,Minnesota,54868-1964,Kenneth Constanza,,,,12-Oct-2024,S,,,,V,10-Sep-2023,A,512-54-5483,15-Apr-2023,3C,309-722-9783,30,,,,,,,,,,,,,,,,,A,APPROVED,,,11-Nov-2024,V,A,19-Sep-2020,24-Oct-2023,,,,,,,A
Claudian Hoofe,SP2,512-54-5483,20,NM1234,SQUADRONLRAFB,CYP,Financial Advisor,12-Feb-2022,04-Oct-2019,5C071,2E274,,,,,05-Jul-2019,203-566-2353,01-Jan-2001,04-Apr-2023,31-May-2023,19-Feb-2036,01482 Kropf Trail,Norwalk,Connecticut,49304-0011,Colet Winfield,,,,13-Aug-2024,S,,,,Y,28-Jul-2023,A,123-12-2456,16-Apr-2023,3C,202-187-1095,38,,,,,,,,,,,,,,44,,09-Dec-2023,,,O,,21-Feb-2024,V,5R,28-Jun-2021,14-Oct-2023,,,,,,,A
Guntar Youster,SP3,159-84-8462,10,NM1234,SQUADRONVSFB,CYP,Media Manager I,01-Mar-2022,03-Aug-2020,2M02S,2E274,,,,,29-Mar-2021,202-829-2491,09-Aug-2006,26-Apr-2023,11-Aug-2023,01-Apr-2019,03802 Anderson Center,Washington,District of Columbia,52305-200,Rosella Huggill,,,,15-Oct-2024,D,,,,V,17-Jan-2023,A,125-85-1536,11-Mar-2023,1R,310-942-7413,18,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,Y,,19-Dec-2023,V,5R,02-Nov-2021,04-Jun-2022,,,,,,,A
Tilly Mielnik,MAJ,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCP,Budget/Accounting Analyst III,15-May-2022,07-Nov-2022,5C071,Z5C052,,,,,24-Mar-2022,716-992-8636,28-Jul-2017,22-Jul-2023,28-Apr-2023,17-Nov-2044,125 Hansons Pass,Buffalo,New York,0268-6210,Garnette Ickovici,,,,01-Feb-2024,M,,,,Y,28-Feb-2023,A,159-84-8462,02-Aug-2023,3C,850-560-6933,52,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,,,17-Aug-2024,V,5R,08-Jan-2021,19-Feb-2023,,,,,,,A
Maryanna Blenkhorn,SP4,125-85-1536,10,VQ1234,SQUADRONLRAFB,CYPR,Environmental Tech,02-Nov-2023,30-Sep-2021,Z5C052,2M02S,,,,,20-Oct-2020,860-425-0517,07-Feb-2008,10-Apr-2023,03-Jan-2023,15-Aug-2007,302 Hintze Drive,Hartford,Connecticut,58407-920,Reginauld Wilprecht,,,30-Dec-2023,06-Feb-2024,M,,VQ1234,,Y,18-Oct-2023,A,125-85-1536,09-Oct-2023,1J,972-376-3582,30,,,,,,,,,,,,,,,MEDICAL,28-Oct-2024,,,,,26-Jan-2024,V,7,11-May-2020,10-Sep-2023,,,,,,,A
Conny Gilmartin,TSG,152-58-5486,10,VQ1234,SQUADRONVSFB,CYCM,Budget/Accounting Analyst II,14-Feb-2022,25-Apr-2021,Z5C052,Z5C052,,,,,01-Feb-2018,816-202-9983,23-Nov-2007,17-Jul-2023,11-Oct-2023,24-Jul-2079,2 Moose Avenue,Kansas City,Missouri,53808-0678,Tiff Meaders,,,,23-Mar-2024,D,,,,Y,17-Apr-2023,A,159-84-8462,20-May-2023,1R,682-672-3126,50,,,,,,,,,,,,,,,,21-Nov-2023,,APPROVED,,,18-Jul-2024,V,A,10-Oct-2021,23-Jul-2022,,,,,,,A
Damon Behnen,TSG,123-12-2456,20,NM1234,SQUADRONVSFB,CYC,Legal Assistant,08-Aug-2021,03-Mar-2022,5C071,Z5C052,,,,,26-Apr-2022,559-769-6487,03-Nov-2023,25-Mar-2023,15-Mar-2023,25-Jun-2042,0 Annamark Hill,Fresno,California,54868-4365,Clarette Garlicke,,,,25-Jul-2024,D,,,,A,31-Jan-2023,A,512-54-5483,21-Dec-2022,1J,267-210-4603,25,,,,,,,,,,,,,,81,,,,,,,17-Aug-2024,V,5R,19-Dec-2020,11-Mar-2023,,,,,,,A
